"Player","Year","RPG","APG","SBPG","PPG","TS","WS48","Perc","allLeague"
Walter Davis,"1982",1.9,2.9,0.9,14.4,0.553,0.109,0.561,0
James Donaldson,"1982",6.0,0.6,2.0,8.1,0.63,0.156,0.634,0
John Drew,"1982",5.4,1.4,1.0,18.5,0.553,0.13,0.512,0
Larry Drew,"1982",1.8,5.2,1.4,10.8,0.52,0.074,0.366,0
T.R. Dunn,"1982",6.8,2.3,2.1,8.2,0.559,0.076,0.561,0
James Edwards,"1982",7.5,1.6,1.8,16.7,0.545,0.08,0.183,0
Len Elmore,"1982",5.4,1.2,2.3,9.1,0.506,0.094,0.537,0
Alex English,"1982",6.8,5.3,2.5,25.4,0.596,0.152,0.561,1
Julius Erving,"1982",6.9,3.9,3.7,24.4,0.593,0.229,0.707,1
Chris Ford,"1982",1.4,1.9,0.7,5.7,0.458,0.063,0.768,0
Phil Ford,"1982",1.5,6.3,0.9,9.9,0.494,0.021,0.366,0
World B. Free,"1982",3.2,5.4,1.0,22.9,0.515,0.118,0.549,0
Mike Gale,"1982",2.5,3.5,2.0,5.6,0.524,0.063,0.549,0
George Gervin,"1982",5.0,2.4,1.5,32.3,0.562,0.182,0.585,1
Artis Gilmore,"1982",10.2,1.7,3.3,18.5,0.702,0.208,0.415,1
Glen Gondrezick,"1982",5.3,1.9,1.6,8.3,0.559,0.102,0.561,0
Rickey Green,"1982",3.0,7.8,2.4,14.8,0.531,0.096,0.305,0
Dave Greenwood,"1982",9.6,3.2,2.0,14.6,0.525,0.107,0.415,0
Kevin Grevey,"1982",2.7,2.1,0.9,13.3,0.502,0.08,0.524,0
Darrell Griffith,"1982",3.8,2.3,1.6,19.8,0.511,0.038,0.305,0
Bob Gross,"1982",4.4,2.1,2.0,7.2,0.581,0.108,0.512,0
Ernie Grunfeld,"1982",2.2,3.4,1.4,12.7,0.558,0.11,0.366,0
Bill Hanzlik,"1982",3.3,2.3,1.4,5.8,0.543,0.1,0.634,0
James Hardy,"1982",5.7,1.3,1.5,5.1,0.515,0.066,0.305,0
Mike Harper,"1982",5.0,0.8,2.0,6.8,0.531,0.08,0.512,0
Elvin Hayes,"1982",9.1,1.8,2.0,16.1,0.513,0.081,0.561,0
Spencer Haywood,"1982",5.6,0.8,1.5,13.3,0.535,0.083,0.524,0
Gerald Henderson,"1982",1.9,3.1,1.1,10.2,0.534,0.094,0.768,0
Tom Henderson,"1982",1.8,4.1,0.8,6.3,0.502,0.059,0.561,0
Kenny Higgs,"1982",1.9,5.2,1.0,7.5,0.513,0.028,0.561,0
Lionel Hollins,"1982",2.3,3.9,1.5,11.0,0.508,0.072,0.707,0
Geoff Huston,"1982",1.9,7.6,1.0,10.3,0.53,0.06,0.183,0
Dan Issel,"1982",7.5,2.2,1.5,22.9,0.608,0.19,0.561,0
Clemon Johnson,"1982",7.2,1.6,2.2,9.5,0.516,0.098,0.427,0
Dennis Johnson,"1982",5.1,4.6,2.0,19.5,0.54,0.132,0.561,1
Eddie Johnson,"1982",2.8,5.3,1.7,17.8,0.513,0.1,0.512,0
Eddie Johnson,"1982",4.4,1.5,0.9,9.3,0.487,0.056,0.366,0
Frank Johnson,"1982",1.9,4.8,1.1,10.7,0.467,0.049,0.524,0
George Johnson,"1982",6.1,1.1,3.4,3.0,0.504,0.076,0.585,0
Magic Johnson,"1982",9.6,9.5,3.1,18.6,0.59,0.207,0.695,1
Marques Johnson,"1982",6.1,3.6,1.6,16.5,0.566,0.158,0.671,0
Mickey Johnson,"1982",6.0,2.8,1.5,12.9,0.553,0.136,0.671,0
Steve Johnson,"1982",5.9,1.2,1.6,12.8,0.635,0.121,0.366,0
Bobby Jones,"1982",5.2,2.5,2.8,14.4,0.62,0.181,0.707,1
Caldwell Jones,"1982",8.7,1.2,2.3,7.9,0.571,0.102,0.707,0
Dwight Jones,"1982",6.5,1.5,1.1,10.0,0.576,0.086,0.415,0
Rich Kelley,"1982",6.1,3.6,1.7,7.9,0.53,0.064,0.561,0
Albert King,"1982",4.1,1.9,1.3,12.1,0.517,0.067,0.537,0
Bernard King,"1982",5.9,3.6,1.3,23.2,0.6,0.147,0.549,1
Reggie King,"1982",6.5,2.2,1.4,12.1,0.551,0.087,0.366,0
Billy Knight,"1982",3.2,1.5,1.0,12.3,0.562,0.115,0.427,0
Bob Lanier,"1982",5.2,3.0,1.7,13.5,0.596,0.16,0.671,1
Allen Leavell,"1982",2.1,5.8,2.1,10.9,0.507,0.107,0.561,0
Ronnie Lester,"1982",2.8,4.8,1.3,11.6,0.565,0.084,0.415,0
John Long,"1982",3.7,2.1,1.3,21.9,0.535,0.102,0.476,0
John Lucas,"1982",2.1,7.0,1.3,8.4,0.479,0.095,0.524,0
Maurice Lucas,"1982",11.3,2.2,1.7,15.8,0.547,0.133,0.402,0
Rudy Macklin,"1982",3.3,0.6,0.8,7.0,0.495,0.043,0.512,0
Kyle Macy,"1982",3.2,4.7,1.9,14.2,0.57,0.156,0.561,0
Rick Mahorn,"1982",8.8,1.9,2.4,12.2,0.531,0.107,0.524,0
Moses Malone,"1982",14.7,1.8,2.5,31.1,0.576,0.218,0.561,1
Cedric Maxwell,"1982",6.4,2.3,1.6,14.8,0.616,0.169,0.768,0
Kevin McHale,"1982",6.8,1.1,2.6,13.6,0.568,0.155,0.768,0
Billy McKinney,"1982",1.8,4.2,1.0,10.8,0.565,0.081,0.561,0
Tom McMillen,"1982",4.6,1.8,0.7,9.9,0.559,0.099,0.512,0
Sidney Moncrief,"1982",6.7,4.8,2.0,19.8,0.601,0.216,0.671,1
Johnny Moore,"1982",3.5,9.6,2.2,9.4,0.496,0.122,0.585,0
Calvin Natt,"1982",8.2,2.0,1.3,17.7,0.622,0.171,0.512,0
Mike Newlin,"1982",1.2,2.2,0.5,9.3,0.519,0.049,0.402,0
Norm Nixon,"1982",2.1,8.0,1.7,17.6,0.525,0.104,0.695,1
Mike O'Koren,"1982",3.8,2.4,1.2,11.4,0.528,0.098,0.537,0
Mark Olberding,"1982",6.5,3.0,1.3,13.8,0.551,0.116,0.585,0
Louis Orr,"1982",4.1,1.7,1.0,11.5,0.553,0.105,0.427,0
Tom Owens,"1982",5.0,1.7,1.1,10.5,0.53,0.095,0.427,0
Robert Parish,"1982",10.8,1.8,3.3,19.9,0.571,0.19,0.768,1
Jim Paxson,"1982",2.7,3.4,1.7,18.9,0.561,0.13,0.512,0
Ben Poquette,"1982",5.0,1.1,1.4,6.6,0.562,0.096,0.305,0
Kelvin Ransey,"1982",2.4,7.1,1.3,16.1,0.507,0.073,0.512,0
Robert Reid,"1982",6.6,4.1,2.1,13.4,0.492,0.086,0.561,0
Micheal Ray Richardson,"1982",6.9,7.0,3.1,17.9,0.498,0.086,0.402,1
Truck Robinson,"1982",9.7,2.4,0.9,19.1,0.548,0.121,0.561,0
Tree Rollins,"1982",7.7,0.7,3.3,6.1,0.6,0.153,0.512,0
Dan Roundfield,"1982",11.8,2.7,2.6,18.6,0.527,0.141,0.512,1
Jeff Ruland,"1982",9.3,1.6,1.2,14.4,0.623,0.17,0.524,0
Campy Russell,"1982",3.1,3.7,1.2,13.9,0.543,0.066,0.402,0
Danny Schayes,"1982",5.2,1.8,1.4,7.9,0.532,0.05,0.305,0
Alvin Scott,"1982",3.6,1.8,1.6,6.0,0.546,0.106,0.561,0
Lonnie Shelton,"1982",6.3,3.1,1.8,14.9,0.523,0.105,0.634,1
Purvis Short,"1982",3.5,2.8,1.0,14.4,0.53,0.135,0.549,0
Jack Sikma,"1982",12.7,3.4,2.5,19.6,0.559,0.199,0.634,1
James Silas,"1982",1.6,3.3,0.7,11.2,0.535,0.078,0.183,0
Larry Smith,"1982",11.0,1.1,1.6,7.1,0.548,0.113,0.549,0
Randy Smith,"1982",1.9,3.1,1.1,10.0,0.504,0.058,0.402,0
Ricky Sobers,"1982",1.8,3.8,1.1,11.8,0.515,0.024,0.415,0
Jim Spanarkel,"1982",2.6,2.5,1.2,10.1,0.584,0.142,0.341,0
Rory Sparrow,"1982",2.7,5.2,1.2,10.5,0.539,0.104,0.512,0
Reggie Theus,"1982",3.8,5.8,1.3,18.4,0.542,0.09,0.415,0
Isiah Thomas,"1982",2.9,7.8,2.3,17.0,0.487,0.046,0.476,1
David Thompson,"1982",2.4,1.9,1.0,14.9,0.571,0.079,0.561,0
Mychal Thompson,"1982",11.7,4.0,2.2,20.8,0.548,0.125,0.512,0
Andrew Toney,"1982",1.7,3.7,1.1,16.5,0.572,0.1,0.707,0
Kelly Tripucka,"1982",5.4,3.3,1.3,21.6,0.57,0.117,0.476,1
Elston Turner,"1982",3.8,2.4,1.0,8.3,0.472,0.033,0.341,0
Terry Tyler,"1982",6.0,1.5,2.9,9.9,0.56,0.133,0.476,0
Kiki Vandeweghe,"1982",5.6,3.0,1.0,21.5,0.612,0.133,0.561,0
Jay Vincent,"1982",7.0,2.2,1.4,21.4,0.532,0.102,0.341,0
Foots Walker,"1982",1.9,5.2,1.6,5.9,0.492,0.108,0.537,0
Wally Walker,"1982",4.4,3.1,0.9,9.9,0.504,0.087,0.634,0
Marvin Webster,"1982",6.0,1.2,1.4,6.2,0.527,0.082,0.402,0
Scott Wedman,"1982",5.6,2.5,1.6,10.9,0.47,0.048,0.183,0
Jerome Whitehead,"1982",9.2,1.4,1.3,13.8,0.599,0.114,0.207,0
Bob Wilkerson,"1982",3.8,3.6,1.8,11.0,0.471,0.018,0.183,0
Jamaal Wilkes,"1982",4.8,1.7,1.4,21.1,0.554,0.127,0.695,0
Jeff Wilkins,"1982",7.5,1.1,1.3,9.3,0.481,0.021,0.305,0
Buck Williams,"1982",12.3,1.3,2.0,15.5,0.603,0.152,0.537,1
Gus Williams,"1982",3.1,6.9,2.6,23.4,0.526,0.171,0.634,1
Herb Williams,"1982",7.4,1.7,2.8,11.5,0.503,0.097,0.427,0
Ray Williams,"1982",4.0,6.0,3.0,20.4,0.527,0.139,0.537,0
Sly Williams,"1982",3.8,2.4,1.6,13.9,0.59,0.133,0.402,0
Bill Willoughby,"1982",3.8,1.1,1.3,7.8,0.541,0.086,0.561,0
Brian Winters,"1982",2.8,4.1,1.1,15.9,0.553,0.144,0.671,0
Kareem Abdul-Jabbar,"1983",7.5,2.5,2.9,21.8,0.619,0.205,0.707,1
Alvan Adams,"1983",6.9,4.7,2.4,14.2,0.527,0.128,0.646,0
Mark Aguirre,"1983",6.3,4.1,1.3,24.4,0.535,0.118,0.463,0
Danny Ainge,"1983",2.7,3.1,1.4,9.9,0.519,0.121,0.683,0
Tiny Archibald,"1983",1.4,6.2,0.6,10.5,0.509,0.077,0.683,0
Greg Ballard,"1983",6.5,3.4,2.1,18.0,0.509,0.133,0.512,0
Gene Banks,"1983",7.6,3.4,1.2,14.9,0.579,0.14,0.646,0
Larry Bird,"1983",11.0,5.8,2.8,23.6,0.561,0.225,0.683,1
Otis Birdsong,"1983",2.4,3.9,1.6,15.1,0.521,0.132,0.598,0
Rolando Blackman,"1983",3.9,2.5,0.9,17.7,0.548,0.116,0.463,0
Junior Bridgeman,"1983",3.5,3.0,0.7,14.4,0.534,0.125,0.622,0
Michael Brooks,"1983",6.4,3.2,1.8,12.2,0.526,0.091,0.305,0
Joe Bryant,"1983",3.4,2.3,1.4,10.0,0.483,-0.001,0.171,0
Quinn Buckner,"1983",2.6,3.8,1.6,7.9,0.465,0.048,0.683,0
Kenny Carr,"1983",7.2,1.4,1.3,12.0,0.559,0.106,0.561,0
Joe Barry Carroll,"1983",8.7,2.1,3.3,24.1,0.549,0.113,0.366,0
Butch Carter,"1983",1.9,2.4,1.1,10.5,0.549,0.085,0.244,0
Bill Cartwright,"1983",7.2,1.7,2.0,15.7,0.627,0.197,0.537,0
Harvey Catchings,"1983",5.5,1.0,2.4,3.3,0.51,0.096,0.622,0
Tom Chambers,"1983",6.6,2.4,1.7,17.6,0.529,0.077,0.305,0
Maurice Cheeks,"1983",2.6,6.9,2.7,12.5,0.582,0.183,0.793,1
Don Collins,"1983",3.2,2.0,1.8,11.8,0.55,0.108,0.512,0
Darwin Cook,"1983",2.9,5.5,3.0,13.2,0.494,0.11,0.598,0
Michael Cooper,"1983",3.3,3.8,2.0,7.8,0.577,0.116,0.707,0
Wayne Cooper,"1983",7.6,1.5,2.0,9.7,0.479,0.067,0.561,0
Dave Corzine,"1983",8.7,1.9,1.9,14.0,0.54,0.076,0.341,0
Pat Cummings,"1983",8.2,1.8,1.1,12.5,0.526,0.084,0.463,0
Terry Cummings,"1983",10.6,2.5,2.7,23.7,0.557,0.164,0.305,0
Quintin Dailey,"1983",3.4,3.7,1.1,15.1,0.508,0.049,0.341,0
Brad Davis,"1983",2.5,7.2,1.2,11.6,0.631,0.152,0.463,0
Johnny Davis,"1983",2.4,5.9,0.9,12.9,0.521,0.113,0.524,0
Walter Davis,"1983",2.5,5.0,1.6,19.0,0.548,0.156,0.646,0
Darryl Dawkins,"1983",5.2,1.4,2.7,12.0,0.619,0.092,0.598,0
James Donaldson,"1983",6.1,1.2,1.5,8.9,0.615,0.138,0.585,0
Larry Drew,"1983",2.8,8.1,1.8,20.1,0.545,0.128,0.549,0
Mike Dunleavy,"1983",1.7,5.5,1.0,7.8,0.53,0.093,0.646,0
T.R. Dunn,"1983",7.5,2.3,2.1,7.6,0.524,0.079,0.549,0
Mark Eaton,"1983",5.7,1.4,3.7,4.3,0.447,0.026,0.366,0
Jerry Eaves,"1983",1.5,2.6,0.7,9.3,0.557,0.061,0.366,0
Alex English,"1983",7.3,4.8,3.0,28.4,0.561,0.166,0.549,1
Julius Erving,"1983",6.8,3.7,3.4,21.4,0.566,0.217,0.793,1
George Gervin,"1983",4.6,3.4,2.0,26.2,0.561,0.159,0.646,1
Artis Gilmore,"1983",12.0,1.5,2.8,18.0,0.668,0.189,0.646,1
Rickey Green,"1983",2.9,8.9,2.9,14.3,0.534,0.114,0.366,0
Dave Greenwood,"1983",9.7,1.9,1.8,10.0,0.5,0.073,0.341,0
Darrell Griffith,"1983",3.9,3.5,2.2,22.2,0.514,0.048,0.366,0
Bill Hanzlik,"1983",2.9,3.3,1.1,6.1,0.493,0.03,0.549,0
Elvin Hayes,"1983",7.6,2.0,1.6,12.9,0.515,0.05,0.171,0
Gerald Henderson,"1983",1.5,2.4,1.2,8.2,0.496,0.073,0.683,0
Rod Higgins,"1983",4.5,2.1,1.6,10.3,0.521,0.083,0.341,0
Craig Hodges,"1983",1.6,3.6,1.1,9.9,0.493,0.018,0.305,0
Lionel Hollins,"1983",2.3,6.7,2.2,13.5,0.476,0.016,0.305,0
Phil Hubbard,"1983",5.7,1.1,1.2,9.5,0.536,0.084,0.28,0
Geoff Huston,"1983",2.0,6.1,1.0,12.2,0.518,0.06,0.28,0
Marc Iavaroni,"1983",4.1,1.0,1.0,5.1,0.502,0.045,0.793,0
Dan Issel,"1983",7.5,2.8,1.6,21.6,0.573,0.165,0.549,0
Dennis Johnson,"1983",4.4,5.0,1.8,14.2,0.534,0.125,0.646,0
Eddie Johnson,"1983",2.0,5.2,1.1,16.0,0.508,0.081,0.524,0
Eddie Johnson,"1983",6.1,2.6,1.1,19.8,0.537,0.121,0.549,0
Frank Johnson,"1983",2.6,8.1,1.7,12.5,0.473,0.061,0.512,0
George Johnson,"1983",6.6,2.7,1.6,11.6,0.509,0.021,0.244,0
Magic Johnson,"1983",8.6,10.5,2.8,16.8,0.603,0.207,0.707,1
Marques Johnson,"1983",7.0,4.5,2.0,21.4,0.543,0.18,0.622,1
Steve Johnson,"1983",5.0,1.2,1.6,11.7,0.629,0.137,0.549,0
Vinnie Johnson,"1983",4.3,3.7,1.7,15.8,0.563,0.147,0.451,0
Bobby Jones,"1983",4.6,1.9,2.4,9.0,0.603,0.175,0.793,0
Caldwell Jones,"1983",8.1,1.7,2.2,9.5,0.505,0.05,0.171,0
Clark Kellogg,"1983",10.6,2.8,2.3,20.1,0.516,0.119,0.244,0
Greg Kelser,"1983",5.0,1.2,1.1,8.3,0.592,0.123,0.585,0
Albert King,"1983",5.8,3.7,1.7,17.0,0.508,0.112,0.598,0
Bernard King,"1983",4.8,2.9,1.5,21.9,0.566,0.163,0.537,0
Billy Knight,"1983",4.1,2.4,0.9,17.1,0.589,0.123,0.244,0
Sam Lacey,"1983",3.9,2.0,0.9,4.2,0.451,-0.004,0.28,0
Bill Laimbeer,"1983",12.1,3.2,2.1,13.6,0.552,0.142,0.451,1
Allen Leavell,"1983",2.5,6.7,2.3,14.8,0.49,0.071,0.171,0
Ronnie Lester,"1983",2.6,5.1,0.9,8.1,0.506,0.057,0.341,0
Fat Lever,"1983",2.8,5.3,2.1,7.8,0.477,0.104,0.561,0
Alton Lister,"1983",7.1,1.4,2.8,8.4,0.543,0.096,0.622,0
John Long,"1983",2.6,1.5,0.8,10.5,0.487,0.005,0.451,0
Maurice Lucas,"1983",10.4,2.8,1.3,16.5,0.528,0.132,0.646,1
Kyle Macy,"1983",2.0,3.4,0.9,9.9,0.578,0.168,0.646,0
Rick Mahorn,"1983",9.5,1.4,2.9,11.0,0.51,0.099,0.512,0
Moses Malone,"1983",15.3,1.3,3.2,24.5,0.578,0.248,0.793,1
Cedric Maxwell,"1983",5.3,2.4,1.3,11.9,0.578,0.14,0.683,0
Kevin McHale,"1983",6.7,1.3,2.8,14.1,0.573,0.154,0.683,0
Billy McKinney,"1983",1.8,4.2,0.6,9.8,0.539,0.072,0.549,0
Tom McMillen,"1983",3.6,1.2,0.7,8.3,0.522,0.071,0.524,0
Joe Meriweather,"1983",5.4,0.8,1.7,7.9,0.589,0.108,0.549,0
Mike Mitchell,"1983",6.7,1.2,1.4,19.9,0.541,0.131,0.646,0
Sidney Moncrief,"1983",5.8,3.9,1.8,22.5,0.602,0.233,0.622,1
Johnny Moore,"1983",3.6,9.8,2.9,12.2,0.507,0.123,0.646,0
Calvin Murphy,"1983",1.2,2.5,1.0,12.8,0.498,0.055,0.171,0
Larry Nance,"1983",8.7,2.4,3.9,16.7,0.573,0.172,0.646,0
Calvin Natt,"1983",7.5,2.1,1.2,20.4,0.593,0.164,0.561,0
Ed Nealy,"1983",5.9,0.8,1.0,4.4,0.612,0.137,0.549,0
Kurt Nimphius,"1983",5.0,1.4,1.7,5.3,0.511,0.093,0.463,0
Norm Nixon,"1983",2.6,7.2,1.4,15.1,0.498,0.069,0.707,0
Mark Olberding,"1983",4.5,1.6,0.7,8.7,0.553,0.06,0.341,0
Louis Orr,"1983",2.8,1.1,1.1,8.4,0.513,0.111,0.537,0
Robert Parish,"1983",10.6,1.8,2.9,19.3,0.582,0.211,0.683,1
Jim Paxson,"1983",2.1,2.9,1.9,21.7,0.573,0.178,0.561,1
Ben Poquette,"1983",6.9,2.2,2.4,11.0,0.519,0.103,0.366,0
Paul Pressey,"1983",3.6,2.6,1.8,6.7,0.489,0.062,0.622,0
Kurt Rambis,"1983",6.8,1.2,2.2,7.5,0.601,0.116,0.707,0
Kelvin Ransey,"1983",1.9,3.7,0.8,11.1,0.504,0.066,0.463,0
Clint Richardson,"1983",3.2,2.2,1.2,7.6,0.485,0.09,0.793,0
Cliff Robinson,"1983",11.1,1.9,1.5,18.0,0.509,0.081,0.28,0
Truck Robinson,"1983",8.1,1.8,1.0,9.5,0.485,0.065,0.537,0
Tree Rollins,"1983",9.3,0.9,4.9,7.8,0.543,0.142,0.524,0
Lorenzo Romar,"1983",1.7,5.5,1.3,7.6,0.501,0.058,0.366,0
Dan Roundfield,"1983",11.4,2.9,2.3,19.0,0.526,0.127,0.524,0
Jeff Ruland,"1983",11.0,3.0,1.9,19.4,0.595,0.169,0.512,0
Lonnie Shelton,"1983",6.0,2.9,1.8,12.4,0.509,0.09,0.585,0
Ed Sherod,"1983",2.3,4.9,1.7,6.2,0.433,0.073,0.537,0
Purvis Short,"1983",5.3,3.4,1.6,21.4,0.534,0.103,0.366,0
Jerry Sichting,"1983",2.0,5.6,1.4,9.3,0.513,0.053,0.244,0
Jack Sikma,"1983",11.4,3.1,2.0,18.2,0.546,0.183,0.585,1
Terry Teagle,"1983",2.7,2.1,1.0,10.4,0.458,-0.022,0.171,0
Reggie Theus,"1983",3.7,5.9,2.0,23.8,0.541,0.11,0.341,1
Isiah Thomas,"1983",4.0,7.8,2.8,22.9,0.525,0.115,0.451,1
David Thompson,"1983",3.6,3.0,1.1,15.9,0.545,0.12,0.585,1
Mychal Thompson,"1983",9.4,4.8,2.2,15.7,0.52,0.086,0.561,0
Andrew Toney,"1983",2.8,4.5,1.2,19.7,0.558,0.141,0.793,1
Kelly Tripucka,"1983",4.6,4.1,1.5,26.5,0.565,0.151,0.451,0
Trent Tucker,"1983",2.8,2.5,0.8,8.4,0.485,0.104,0.537,0
Terry Tyler,"1983",6.6,1.9,3.2,12.1,0.512,0.11,0.451,0
Kiki Vandeweghe,"1983",5.3,2.5,1.3,26.7,0.613,0.182,0.549,1
Jay Vincent,"1983",7.3,2.6,1.4,18.7,0.532,0.105,0.463,0
Danny Vranes,"1983",5.2,1.5,1.2,6.9,0.544,0.099,0.585,0
Wally Walker,"1983",4.5,2.4,0.7,9.7,0.465,0.002,0.171,0
Paul Westphal,"1983",1.4,5.5,1.3,10.0,0.516,0.091,0.537,0
Bob Wilkerson,"1983",3.1,2.5,1.1,6.7,0.459,-0.01,0.28,0
Jamaal Wilkes,"1983",4.3,2.3,1.0,19.6,0.558,0.139,0.707,1
Dominique Wilkins,"1983",5.8,1.6,1.8,17.5,0.524,0.103,0.524,0
Jeff Wilkins,"1983",7.4,1.6,1.0,11.5,0.517,0.049,0.366,0
Buck Williams,"1983",12.5,1.5,2.5,17.0,0.611,0.185,0.598,1
Gus Williams,"1983",2.6,8.0,2.6,20.0,0.517,0.148,0.585,1
Herb Williams,"1983",7.5,3.4,2.9,16.9,0.522,0.067,0.244,0
Ray Williams,"1983",4.5,7.9,2.0,15.4,0.457,0.021,0.549,0
Sam Williams,"1983",5.2,0.6,2.1,8.4,0.566,0.117,0.366,0
Sly Williams,"1983",4.3,2.0,1.1,11.9,0.53,0.132,0.537,0
Brian Winters,"1983",1.9,2.7,0.9,10.6,0.484,0.074,0.622,0
Al Wood,"1983",3.1,1.8,1.2,10.9,0.509,0.061,0.305,0
Mike Woodson,"1983",3.1,3.1,2.4,18.2,0.558,0.153,0.549,0
Orlando Woolridge,"1983",5.2,1.7,1.4,16.5,0.608,0.107,0.341,0
James Worthy,"1983",5.2,1.7,2.0,13.4,0.594,0.125,0.707,0
Kareem Abdul-Jabbar,"1984",7.3,2.6,2.5,21.5,0.608,0.163,0.659,1
Alvan Adams,"1984",4.6,3.1,1.5,9.6,0.513,0.109,0.5,0
Mark Aguirre,"1984",5.9,4.5,1.3,29.5,0.572,0.149,0.524,1
John Bagley,"1984",2.1,4.4,1.1,8.9,0.485,0.025,0.341,0
Thurl Bailey,"1984",5.7,1.6,2.0,8.5,0.539,0.086,0.549,0
Greg Ballard,"1984",6.0,3.5,1.6,14.5,0.515,0.099,0.427,0
Gene Banks,"1984",7.3,3.2,1.6,13.1,0.606,0.115,0.451,0
Kent Benson,"1984",5.0,1.6,1.5,7.1,0.584,0.131,0.598,0
Larry Bird,"1984",10.1,6.6,2.7,24.2,0.552,0.215,0.756,1
Otis Birdsong,"1984",2.5,3.9,1.5,19.8,0.53,0.1,0.549,1
Rolando Blackman,"1984",4.6,3.6,1.1,22.4,0.596,0.155,0.524,0
Junior Bridgeman,"1984",4.1,3.3,0.8,15.1,0.508,0.1,0.61,0
Kenny Carr,"1984",7.8,1.9,1.2,15.6,0.592,0.131,0.585,0
Joe Barry Carroll,"1984",8.0,2.5,3.1,20.5,0.519,0.077,0.451,0
Butch Carter,"1984",2.1,2.8,1.9,13.4,0.52,0.061,0.317,0
Bill Cartwright,"1984",8.4,1.4,1.8,17.0,0.637,0.189,0.573,0
Tom Chambers,"1984",6.5,1.6,1.2,18.1,0.563,0.115,0.512,0
Maurice Cheeks,"1984",2.7,6.4,2.5,12.7,0.591,0.141,0.634,0
Lester Conner,"1984",3.7,4.9,2.1,11.1,0.537,0.11,0.451,0
Darwin Cook,"1984",1.9,4.3,2.4,8.7,0.481,0.092,0.549,0
Jeff Cook,"1984",6.0,1.5,1.4,5.8,0.53,0.09,0.341,0
Michael Cooper,"1984",3.2,5.9,2.2,9.0,0.586,0.13,0.659,0
Wayne Cooper,"1984",5.9,0.9,1.6,9.8,0.519,0.118,0.585,0
Dave Corzine,"1984",7.0,2.5,2.2,12.2,0.531,0.084,0.329,0
Pat Cummings,"1984",8.2,2.0,1.1,13.1,0.523,0.081,0.524,0
Terry Cummings,"1984",9.6,1.7,1.8,22.9,0.538,0.123,0.366,0
Quintin Dailey,"1984",2.9,3.1,1.5,18.2,0.531,0.072,0.329,0
Adrian Dantley,"1984",5.7,3.9,0.8,30.6,0.652,0.235,0.549,1
Brad Davis,"1984",2.3,6.9,1.3,11.1,0.593,0.112,0.524,0
Johnny Davis,"1984",1.9,4.3,0.9,12.3,0.507,0.075,0.488,0
Walter Davis,"1984",2.6,5.5,1.5,20.0,0.559,0.118,0.5,1
Darryl Dawkins,"1984",6.7,1.5,2.4,16.8,0.641,0.156,0.549,0
James Donaldson,"1984",7.9,1.1,2.2,11.8,0.648,0.11,0.366,0
John Drew,"1984",4.2,1.7,1.1,17.7,0.552,0.121,0.549,0
Larry Drew,"1984",2.0,7.6,1.8,16.4,0.513,0.093,0.463,0
T.R. Dunn,"1984",7.2,2.9,2.6,5.7,0.523,0.073,0.463,0
Mark Eaton,"1984",7.3,1.4,4.6,5.6,0.49,0.084,0.549,0
James Edwards,"1984",4.8,2.6,0.7,14.7,0.57,0.112,0.5,0
Alex English,"1984",5.7,5.0,2.2,26.4,0.57,0.136,0.463,1
Julius Erving,"1984",6.9,4.0,3.6,22.4,0.562,0.18,0.634,1
Mike Evans,"1984",1.8,3.7,0.8,8.1,0.506,0.024,0.463,0
Sleepy Floyd,"1984",3.5,3.5,1.7,16.8,0.531,0.084,0.451,0
Phil Ford,"1984",1.7,5.1,0.8,7.1,0.548,0.068,0.354,0
World B. Free,"1984",2.9,3.0,1.4,22.3,0.512,0.107,0.341,0
Bill Garnett,"1984",4.1,1.6,1.4,5.1,0.546,0.109,0.524,0
George Gervin,"1984",4.1,2.9,1.7,25.9,0.551,0.102,0.451,1
Artis Gilmore,"1984",10.3,1.1,2.6,15.3,0.675,0.159,0.451,0
Mike Glenn,"1984",1.3,2.1,0.6,8.4,0.582,0.124,0.488,0
Mike Gminski,"1984",5.3,1.1,1.3,7.6,0.572,0.116,0.549,0
Rickey Green,"1984",2.8,9.2,2.8,13.2,0.532,0.138,0.549,1
Dave Greenwood,"1984",10.1,1.8,1.8,12.2,0.54,0.101,0.329,0
Darrell Griffith,"1984",4.1,3.5,1.7,20.0,0.539,0.063,0.549,0
Derek Harper,"1984",2.1,2.9,1.4,5.7,0.475,0.035,0.524,0
Gerald Henderson,"1984",1.9,3.8,1.7,11.6,0.57,0.121,0.756,0
Rod Higgins,"1984",2.6,1.5,1.0,6.4,0.499,0.06,0.329,0
Roy Hinson,"1984",6.2,0.9,2.2,5.5,0.517,0.064,0.341,0
Craig Hodges,"1984",1.1,1.5,0.8,7.8,0.484,0.015,0.366,0
Phil Hubbard,"1984",4.8,1.1,1.0,10.8,0.568,0.124,0.341,0
Geoff Huston,"1984",1.2,5.4,0.5,10.5,0.527,0.061,0.341,0
Marc Iavaroni,"1984",4.0,1.2,1.2,5.1,0.52,0.045,0.634,0
Dan Issel,"1984",6.8,2.3,1.4,19.8,0.561,0.141,0.463,0
Clemon Johnson,"1984",5.0,0.7,1.3,5.7,0.493,0.06,0.634,0
Dennis Johnson,"1984",3.5,4.2,1.9,13.2,0.515,0.102,0.756,0
Eddie Johnson,"1984",2.2,5.6,1.0,13.2,0.497,0.044,0.488,0
